Filename	Abs_diff	Abs_rel	Sq_rel	a1	a2	a3	RMSE	RMSE_log
epoch_22_loss_0.2980_1.pkl	1.1406	0.0586	0.2153	0.9612	0.9939	0.9985	2.4659	0.0908
